"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Replication and repair","mmu03460","Fanconi anemia pathway","45/6158","52/10623",0.865384615384615,1.49285170010243,4.18381192664237,8.2148007565649e-06,2.03609704466287e-05,4.57064102244964e-06,"56210/67196/19714/67030/21975/68275/237911/268465/12189/71885/20892/104806/74386/14088/27015/52864/223970/50505/21976/15205/71718/72775/80905/26447/71711/19361/60534/230484/19891/69928/272158/18861/12190/68240/211651/13870/330554/208836/12144/14087/245000/235610/17350/67561/237211",45
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","161/6158","224/10623",0.71875,1.23989627314063,4.26151459730096,9.27674124855847e-06,2.28299944202113e-05,5.12488878233167e-06,"20846/12912/17164/56489/19225/23797/15979/14708/26396/56480/12567/20847/78294/26420/21414/12981/22187/26398/104709/20848/56208/26399/30955/18035/15251/14281/12313/22031/11651/70405/14706/13557/20963/18708/16195/14702/26419/100504663/16391/73181/19057/19645/17869/18591/328572/29857/12914/26413/56637/239849/74603/67841/15976/54720/64337/12018/16440/26416/26415/12575/14972/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/22339/106759/12314/225326/18018/19697/16452/14102/12675/21416/22030/15162/13555/66734/20779/18803/277360/18019/18706/14173/18176/16842/18033/19055/17096/19059/14700/15977/230396/16476/16451/18710/242705/12371/56717/18707/14688/12571/16193/14825/20310/26414/22190/19353/66066/13063/14701/21415/16438/110157/12122/14695/21937/16653/16439/14709/12315/11652/22695/54131/14082/12443/26400/11601/16150/142980/12367/22186/18709/100503710/18021/234779/67443/54721/75600/26395/14697/74769/12773/12387/12768/12771/16151",161
"Organismal Systems","Excretory system","mmu04962","Vasopressin-regulated water reabsorption","39/6158","44/10623",0.886363636363636,1.52904204434734,4.12958563808958,9.585508851711e-06,2.34237434615755e-05,5.25817386973027e-06,"12912/69654/19344/22318/68097/19345/18195/192662/104111/13424/408058/11512/11827/11515/14570/19326/271457/213575/11829/67665/13427/26427/11998/14683/78284/18749/56455/13426/208647/231991/13191/11857/20909/22428/18747/234663/110350/53869/235661",39
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","103/6158","136/10623",0.757352941176471,1.30648916760598,4.22446006580451,1.01455930275286e-05,2.46190264374295e-05,5.52649160130375e-06,"16177/14200/20846/12912/21934/17970/246256/14131/23797/21808/68652/15979/14360/14728/15978/20847/26420/53313/53859/16416/26399/14784/12702/18035/14281/11651/20963/18708/26419/16391/19057/21943/18383/17972/66513/29857/12703/26413/15976/15980/16440/26416/26415/12326/12978/18018/14283/19697/17060/12675/18034/22030/20375/22034/16175/16176/19261/18019/18706/14129/12977/18033/19055/100201/26409/21812/19059/15977/16476/16451/18710/18707/14284/21682/26414/11938/19353/17342/16438/19016/21937/16439/14282/19698/21803/11652/22177/14389/11937/26400/16150/16478/18709/16477/74256/234779/13057/54721/26395/74769/21813/16151/237038",103
"Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer","57/6158","69/10623",0.826086956521739,1.42506036686106,4.15986151028694,1.11066734392714e-05,2.67639978015775e-05,6.00799586627252e-06,"14660/15926/23797/15275/216019/18641/26396/50721/216456/56012/103988/13649/13866/15251/11651/56421/18708/68263/17869/100126824/18642/26413/106557/18596/19211/18648/228026/20526/18706/18176/18598/18710/20525/56717/18707/14184/14380/17295/15277/110157/19713/319801/16832/16653/20514/11652/16828/269951/14183/64384/14182/18709/20539/18746/26395/74769/18597",57
"Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease","120/6158","162/10623",0.740740740740741,1.27783190790661,4.18470922834318,1.26972593950321e-05,3.03858552419044e-05,6.82103227028948e-06,"12859/66495/227197/241113/16367/67273/72674/14103/66052/226646/23797/26408/75406/66594/66414/13198/407790/66152/22433/26420/22272/21428/78943/12702/14281/11651/66694/407785/12867/18708/17993/26419/105787/12864/66218/66445/11911/67130/19013/29857/19082/11450/68194/56637/68342/26416/26415/78330/66416/20463/225887/17995/19697/26403/14102/67264/12369/22030/20181/68375/68349/12125/16175/16176/84682/16396/18706/66046/66377/16194/18033/230075/16476/16847/108079/18710/595136/12540/67680/18707/108099/16193/26414/12861/19079/208104/19353/17992/68202/16846/13063/13666/19016/68465/12122/21937/66108/66091/606496/21803/11652/12865/12606/68197/67003/70316/12862/12869/16337/384783/16150/12367/18709/66916/12857/66925/12858/12866/74769/22273",120
"Genetic Information Processing","Replication and repair","mmu03420","Nucleotide excision repair","49/6158","58/10623",0.844827586206897,1.4573893225521,4.10182877470544,1.363420930477e-05,3.24045933476382e-05,7.27419962907699e-06,"22592/66420/18972/20020/68275/18974/17420/66671/23894/12572/71991/319955/69833/56438/50505/106344/69241/13872/69745/67710/13194/107986/18538/22590/19359/19891/71101/19687/231329/72151/209357/20022/69263/68240/66979/22591/16881/13870/13871/69920/18971/14884/67967/99375/19358/20021/28015/72584/26370",49
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","101/6158","134/10623",0.753731343283582,1.30024164659004,4.10741466025915,1.76546095650253e-05,4.16744865242433e-05,9.35510997359019e-06,"17978/12912/12043/16524/23797/13982/18390/14816/26396/432530/13649/19401/16675/16661/94179/71888/16671/16660/16670/14784/18976/104111/17977/268527/20663/13983/14281/12313/15519/11651/70405/20418/18708/18753/55960/11514/11911/11512/16668/20683/11515/26413/224129/16522/16440/14229/12915/15511/54393/15516/20662/12314/15200/18797/14682/16519/11909/26427/18796/271849/18795/18798/20779/17395/17979/14683/18706/20416/78284/18176/14679/18749/242425/16476/18710/18707/14677/18127/76854/208647/231991/21802/16438/110157/14228/16653/16439/12315/11652/18709/18747/11513/17390/14681/18667/16521/15481/75600/26395/74769/14678",101
"Organismal Systems","Endocrine system","mmu04917","Prolactin signaling pathway","60/6158","74/10623",0.810810810810811,1.39870789919507,4.04182320454191,2.06073939686153e-05,4.83159845074966e-05,1.0845996825587e-05,"20846/21934/23797/13982/56484/26396/216233/103988/22373/26420/16362/192157/20851/20850/20848/14784/12702/20663/13983/14281/11651/19109/28078/20418/18708/26419/67296/21943/19116/29857/12703/26413/56637/26416/26415/20662/56468/54607/19697/16452/13074/13711/271849/20779/20526/18706/20416/18176/18033/14430/18710/18707/26414/110157/16653/11652/12443/18709/26395/74769",60
"Organismal Systems","Environmental adaptation","mmu04710","Circadian rhythm","31/6158","34/10623",0.911764705882353,1.5728607454674,3.92892109933657,2.25603006667481e-05,5.2539760613165e-05,1.17941522383565e-05,"18143/12912/241113/18627/12952/103583/21402/18626/217166/104318/18030/353187/50789/105787/27373/56438/19082/225998/12234/12953/19885/108079/18628/108099/12753/19079/26965/79362/13170/11865/19883",31
"Genetic Information Processing","Translation","mmu03015","mRNA surveillance pathway","81/6158","105/10623",0.771428571428571,1.33077065837702,4.00006734542511,2.77328552997439e-05,6.41553385934075e-05,1.44016231030249e-05,"226517/56009/226849/56422/70248/432508/78428/216578/19052/103677/76626/192160/192170/21681/59032/18949/26932/51786/18789/26931/105083/56215/54196/20220/71978/18458/94230/14852/51792/19826/53817/21770/74320/225363/18459/72930/67897/19045/225849/83410/326622/74412/228410/56488/381404/67337/241989/229512/24018/17149/230721/51796/230908/68991/19046/269643/66899/17690/19047/434233/56522/54188/68188/74737/233789/52432/67031/19053/19704/13680/234733/73699/235542/77305/19054/68134/14853/108062/83454/170722/237082",81
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","83/6158","108/10623",0.768518518518518,1.32575060445311,3.99580907320465,2.84513057783996e-05,6.50008199728197e-05,1.45914171939592e-05,"12839/12823/12825/12832/12828/12835/11931/27222/98660/12813/72472/12817/12834/12833/12822/237759/215335/11932/12842/328059/110893/105243/16529/20540/56373/56643/12818/67760/12837/12815/17287/20541/20532/17288/17254/58803/20510/12821/12831/13482/12841/73368/17380/11928/12814/77018/71355/12819/373864/329941/107581/242711/67868/13706/13717/140709/12843/213945/232680/109697/67373/22074/22072/20514/16534/232975/72461/16535/12826/12827/109660/66473/234967/53867/11936/12816/11933/68553/12836/67821/170745/94216/12830",83
"Environmental Information Processing","Signal transduction","mmu04330","Notch signaling pathway","52/6158","63/10623",0.825396825396825,1.42386984023879,3.96262605702766,2.84729816595637e-05,6.50008199728197e-05,1.45914171939592e-05,"59287/19165/15214/15182/21886/103806/13543/19719/11491/19164/18222/66354/16450/20238/17305/328572/12914/13544/15205/209200/13388/18131/18132/18519/207521/21888/67122/18128/66935/16449/16396/19668/15213/433586/18129/21885/56198/433759/56381/13542/13016/19664/20602/74198/18223/66340/13017/52335/270118/21887/208117/68318",52
"Human Diseases","Infectious disease: viral","mmu05160","Hepatitis C","122/6158","167/10623",0.730538922155689,1.26023302534262,3.98061447702764,3.25959699736586e-05,7.39268077180363e-05,1.65951274719693e-05,"20846/12633/56489/24014/14103/23797/26396/11783/15978/56480/12567/20847/13649/19052/22627/20848/19192/14784/12702/22630/58185/18035/20663/22031/11651/13557/19766/18260/18708/16391/71978/19645/58187/22631/16341/17869/19013/26413/12741/12737/114141/56637/239931/54420/15976/56173/17857/17858/621628/51792/56863/12018/12575/106759/20662/72930/19697/12015/14102/15957/12675/22030/20181/22034/27103/228607/13555/54401/18706/18176/13645/18033/230073/15977/230396/16451/18710/242653/242705/12371/18707/12571/64945/22629/269643/246727/20778/57255/12740/22628/109880/13063/13666/110157/12122/21937/16653/11652/54131/52432/12520/14082/12443/16150/19053/71908/142980/12367/75677/18709/54721/16835/73699/56469/26395/74769/12387/11836/16151/74987/628893/12738",122
"Environmental Information Processing","Signal transduction","mmu04064","NF-kappa B signaling pathway","82/6158","107/10623",0.766355140186916,1.32201861874076,3.93151414163738,3.81299016369389e-05,8.59160770650506e-05,1.92864847650955e-05,"17087/22637/16177/12633/21934/12043/19225/11545/22033/68652/21929/13608/17873/59004/217069/53859/170720/18035/22031/19766/23882/20963/18792/21943/105844/66513/72049/266632/22196/13001/16992/106759/50930/240354/19697/17060/12675/18034/18761/22030/22029/22034/16176/12995/12048/16803/18803/21939/22329/18033/12042/17096/26409/230073/21898/14825/20310/13197/20315/111173/17000/21937/333654/19698/18751/16797/24099/16150/74256/13000/234779/11797/11796/11920/12047/12044/12046/11798/16179/16151/245527/13607",82
"Human Diseases","Cancer: overview","mmu05206","MicroRNAs in cancer","216/6158","314/10623",0.687898089171974,1.18667447243811,3.94324486169614,4.02951798141545e-05,9.02092090033008e-05,2.02502092105089e-05,"387202/723817/387225/723964/14660/12168/387219/16367/208727/12043/387147/212980/723818/17248/735252/723890/19225/21960/329278/723821/387210/21808/387201/15182/17118/74747/93759/13637/26396/21859/723908/17246/15364/387251/723962/216456/13867/13649/12450/387164/22416/23939/12928/387140/140486/723893/13866/20848/12189/15184/22415/16416/18750/14784/74370/13435/20663/73086/192119/723909/387199/20677/13557/387247/387244/15387/723967/18708/735309/18792/12050/14365/24064/723905/751549/22762/100628567/17869/387226/387228/18591/328572/387245/16402/12914/12703/100124432/17250/26413/12929/22061/723952/387173/22350/22196/12018/12575/18712/18131/18132/81877/22339/723883/13640/13078/20662/18754/21417/19877/387151/100316783/723959/11789/12532/18596/387163/387161/67849/387187/19211/723826/18569/22352/18128/102465170/11350/387176/723903/24136/12505/21825/171543/271849/12125/12531/723825/13436/13555/18803/17395/387136/723954/723951/18706/13636/13639/20416/17210/18129/18176/387155/18033/102465198/12448/17389/53614/723837/21923/723895/18710/433759/16765/242705/56717/18707/723848/12571/18669/14184/18590/14086/102465309/11987/17295/387237/387178/387222/387223/14056/67653/108655/110157/12576/16653/70584/12447/18751/387206/12443/384783/16150/12367/18709/15368/100049549/387216/234779/100628572/13433/387194/19143/723892/19684/11920/71819/26395/22003/74769/56289/11848/12530/723815/636931/387218/723827/723828",216
"Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","51/6158","62/10623",0.82258064516129,1.41901172353822,3.88581174777789,4.09242487721596e-05,9.10302200252524e-05,2.04345101831296e-05,"11363/74205/216739/11370/107476/11430/14104/71147/12895/70757/110460/54397/328845/15488/52538/12894/56473/76267/30049/20250/329065/20249/433256/30963/56348/170439/15107/11364/66775/12896/20280/54325/19063/26922/97212/231086/80911/11409/93747/14081/234309/106529/257633/110446/94180/57874/68801/83603/235674/113868/50790",51
"Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism","38/6158","44/10623",0.863636363636364,1.48983583808202,3.8235506300082,4.75253153144645e-05,0.000105040028115409,2.35794390430464e-05,"56752/14194/17449/75572/11671/107476/13382/66204/68263/74551/106557/110460/14651/109801/110695/107029/18563/60525/18534/11529/11522/11532/18598/76238/72535/58810/100705/11669/17448/16832/16828/109264/52815/235339/110446/18746/17436/18597",38
"Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway","85/6158","112/10623",0.758928571428571,1.3092072449311,3.86321531146243,5.22084865127281e-05,0.000114660410252637,2.57390273280605e-05,"20846/16153/17164/56489/19225/23797/13654/17246/20847/16160/26420/16362/216799/16706/53859/18035/12313/11651/70405/20963/18708/18753/26419/16391/73181/239114/13655/19057/29857/26413/208650/16440/26416/26415/12314/240354/18018/19697/12675/18034/16176/20779/18019/18706/16183/16159/18176/18033/19055/12042/19059/16476/18710/12795/18707/16193/26414/19247/67653/16438/110157/16653/16439/12315/19698/12051/11652/18479/66922/66824/16985/69165/16150/18709/74256/20299/20295/18021/234779/69632/75600/74769/17532/11848/16151",85
"Human Diseases","Endocrine and metabolic disease","mmu04936","Alcoholic liver disease","104/6158","141/10623",0.737588652482269,1.27239432531977,3.8238231108752,6.38242332389709e-05,0.000139289364364295,3.12677474987345e-05,"17087/241113/56489/72674/14103/56752/23797/68652/26408/56484/93759/56480/16160/26420/21414/26397/11671/26398/11370/107476/53859/26399/11430/14104/14245/18035/22031/11651/19766/26419/105787/66513/19013/29857/12895/266632/19082/20462/11450/56637/26416/26415/12268/106759/64898/110695/12894/19697/14102/12675/30049/20250/329065/20249/21416/15139/22034/16176/16803/64899/56458/16159/16842/18033/11529/11522/11532/11364/26409/72535/21898/15977/230396/108079/108099/16193/80911/19017/14825/20310/26414/100705/19079/11669/207565/101214/14080/21415/68465/16172/12267/21937/11652/54131/50490/14082/12443/26400/16150/12367/56690/12387/16179/16151",104
"Human Diseases","Infectious disease: viral","mmu05169","Epstein-Barr virus infection","161/6158","229/10623",0.703056768558952,1.21282430211136,3.82348914962913,6.62139492318501e-05,0.000143601502396575,3.22357384418218e-05,"20846/70247/12043/56489/23797/22033/12902/68652/21929/15182/17873/11783/17246/56480/12567/20847/26420/50724/26397/26398/69077/22123/20848/53859/19184/66997/26399/18035/66354/19179/22031/11651/13557/19766/23882/20963/27015/18708/66413/26419/67089/16391/19645/27401/17869/66513/29857/266632/252870/21762/15205/15976/12018/26416/26415/12575/21356/14972/15001/14998/21355/15002/14969/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/12445/19697/14102/12495/17060/12675/18034/22352/72090/22030/59029/66935/19182/107986/22034/12505/14827/12010/12125/228607/13555/19668/21939/56436/18706/12428/24088/19185/18033/17096/12448/26409/230073/15977/230396/16476/16451/108802/18710/433759/12399/242705/12371/18707/12571/19181/16193/19664/26414/246727/20602/19353/20422/13063/13197/12122/12576/19698/11652/18036/57296/12447/54131/14082/12443/26400/16150/12367/60406/18709/12317/17463/234779/54721/12501/20466/17999/74769/215446/16179/16151",161
"Organismal Systems","Nervous system","mmu04724","Glutamatergic synapse","88/6158","117/10623",0.752136752136752,1.29749086033594,3.79979458499811,6.93917098351601e-05,0.000149558529893171,3.35729750101461e-05,"14660/18783/14645/14816/14806/170483/14708/216227/216456/432530/14799/18806/18750/14813/104111/14706/26556/14702/12289/19057/20512/11514/105727/67760/11512/11515/26413/224129/14805/64337/16440/268934/224997/110355/18797/14682/20510/14810/16519/20511/18796/211429/329502/78390/271844/241638/18795/18798/14683/18805/14800/14679/19055/18749/19059/242443/14700/242607/26562/14688/14677/66066/14823/14701/16438/108073/12288/14695/16439/14709/14809/243961/72961/26557/18751/210274/26558/18747/12286/100503710/11513/14681/14802/110637/14697/108068/14678/53623",88
